大陆超清,#genre#
One,P2p://147.135.39.171:9906/5ede79e3000a19a3baa19a781bb80e2b.ts
LIGA,P2p://147.135.39.171:9906/5ede79e2000dbf25baa1977a040b2839.ts Sports
Action,P2p://147.135.39.171:9906/5ede79e20002b6b1baa194ac2e0a1203.ts
KBS1,P2p://147.135.39.171:9906/5f25734f0003ad535191c8447f6a574b.ts
KBS2,P2p://147.135.39.171:9906/5f25734e000d3bb25191c6cd12a62a20.ts KBS
WORLD,P2p://147.135.39.171:9906/5cc692b80004f64bfaf4b1b939f45ab9.ts KBS
Drama,P2p://147.135.39.171:9906/5f25735100036cbf5191d0045bed5f49.ts KBS
Joy,P2p://147.135.39.171:9906/5f2574ed0005f01651981a1064857571.ts
SBS,P2p://147.135.39.171:9906/5f25734e000076245191c39120e23275.ts SBS
Plus,P2p://147.135.39.171:9906/5f257350000707505191cd070dc521f5.ts
JTBC,P2p://147.135.39.171:9906/5f25734c000cc7245191beed250455e9.ts
EBS,P2p://147.135.39.171:9906/5f257351000a6e5a5191d1d93df76dfa.ts
YTN,P2p://147.135.39.171:9906/5f25734d000324735191c05571065721.ts YTN
SCIENCE,P2p://147.135.39.171:9906/5e9e72fe000c276cc08631424b0466d3.ts
OCN,P2p://147.135.39.171:9906/5f2574ef00062df7519821f01b095d0f.ts OCN
Movies,P2p://147.135.39.171:9906/5f2574ee0003140151981d3d6f9e635f.ts
CBS,P2p://147.135.39.171:9906/5f2574ed000c603551981bb6526a272b.ts
TVN,P2p://147.135.39.171:9906/5f25734d0009e72b5191c20a0d235030.ts
MBC,P2p://147.135.39.171:9906/5f25734e000616785191c4f86057517d.ts MBC
every1,P2p://147.135.39.171:9906/5f257350000ceb7e5191ce8d5f4a1830.ts
SPOTV,P2p://147.135.39.171:9906/5f2574f0000984f8519826b30f2111d7.ts SPOTV
2,P2p://147.135.39.171:9906/5f2574f000038eeb5198252c60e82e6c.ts JTBC
GOLF,P2p://147.135.39.171:9906/5f2574ec00085212519816c47ee60027.ts
Tooniverse,P2p://147.135.39.171:9906/5f2574ef0000750c519820790a837c4b.ts Hello
HD,P2p://147.135.39.171:9906/5f56427f0004fce8103b7c3347993c4c.ts Al-
Hijrah,P2p://147.135.39.171:9906/5f01870a0008ef54438d3fc85b042feb.ts TV
Okey,P2p://147.135.39.171:9906/5f01870b000ba120438d446c25081b53.ts
BERNAMA,P2p://147.135.39.171:9906/5f01870a000eb6cb438d414f606d39f8.ts Drama
Sangat,P2p://147.135.39.171:9906/5f01870b0005da5c438d42e57946369f.ts RTM
sport,P2p://147.135.39.171:9906/5eb2a26d000c50c10f5f9efc20162ff4.ts
ARENA,P2p://147.135.39.171:9906/5e70639f000ac19b0c99d1ef7d141fe1.ts
SuperSport1,P2p://ns1.hellotvvod.com:9906/5f9538d2000aaec65c7c1e2e0fb02d0b.ts
SuperSport2,P2p://ns1.hellotvvod.com:9906/5f9538d20004cebf5c7c1cb702100051.ts
SuperSport3,P2p://ns1.hellotvvod.com:9906/5f8befa80007b51f383651636e125e31.ts
SuperSport4,P2p://ns1.hellotvvod.com:9906/5f9538d1000ec53a5c7c1b5f068a66f8.ts
TV1,P2p://147.135.39.171:9906/5cc690ef00003d09faedb76859f97961.ts
TV2,P2p://147.135.39.171:9906/5cc690ee000ddbabfaedb6fb4a9f251a.ts
TV3,P2p://147.135.39.171:9906/5e70639d0008ef4d0c99c9a23c1832d2.ts
NTV7,P2p://147.135.39.171:9906/5ea3241a00018c93d2da03f237be6816.ts
8TV,P2p://ns1.hellotvvod.com:9906/5f7ee19600003a8805375e1016bc251f.ts
TV9,P2p://147.135.39.171:9906/5e70639e0009c6f70c99cdb9519c473f.ts Berita
RTM,P2p://147.135.39.171:9906/5eb2a25e000c65a00f5f647368d77267.ts
OASIS,P2p://147.135.39.171:9906/5e7063a0000a441f0c99d5a80aa6129b.ts
WARNA,P2p://147.135.39.171:9906/5e70639e000f0e3b0c99cf216c5913ce.ts
Rania,P2p://147.135.39.171:9906/5f4fbf46000e8b0ef6cad4d273745479.ts
PRIMA,P2p://147.135.39.171:9906/5e7063a0000087f20c99d337506b0805.ts
CITRA,P2p://ns1.hellotvvod.com:9906/5f8beeb20002421d38328f0b08f34b1f.ts
RIA,P2p://147.135.39.171:9906/5e70639f00049b1c0c99d059295a2a4b.ts
AWANI,P2p://147.135.39.171:9906/5e7cedac0000aae33d951cf503ce1dcb.ts
Aura,P2p://147.135.39.171:9906/5f4fbf47000585ecf6cad6684c33419d.ts Naura
HD,P2p://147.135.39.171:9906/5f4fccf3000da776f700405c54ae4c60.ts
全佳HD,P2p://147.135.39.171:9906/5c4fcb8900029b927eeb6ef27e573cdc.ts
双星HD,P2p://147.135.39.171:9906/5c4fcc4900021daf7eee5cd26e523e7e.ts
欢喜台HD,P2p://147.135.39.171:9906/5f36d43f00011311957484b07a516b30.ts
欢喜台(备),P2p://147.135.39.171:9906/5f36d43f000399ca9574854c058c2796.ts
华丽台HD,P2p://147.135.39.171:9906/5f173561000bda7819efbb3d2df41108.ts
华丽台(备),P2p://147.135.39.171:9906/5f1735610009ecf919efbac0734102e1.ts AEC
HD,P2p://147.135.39.171:9906/5f36d3da000710de9572fbae45375da9.ts
AEC(备),P2p://147.135.39.171:9906/5f36d3da0009ba5e9572fc5a43982d77.ts
小太阳,P2p://147.135.39.171:9906/5c311b380000b12f06c9ab7174b605e2.ts
Ceria,P2p://147.135.39.171:9906/5f4fccf300078ac3f7003ec579774be4.ts
TVIQ,P2p://147.135.39.171:9906/5f4fccf300005701f7003cf105684ec1.ts AOD
HD,P2p://147.135.39.171:9906/5eb3076300010b0110e9fd0d71637a0b.ts
AOD(备),P2p://147.135.39.171:9906/5e577104000e8a9a3121b4f12c473608.ts
爱奇艺,P2p://147.135.39.171:9906/5e57755e00054af53132b22041d007fa.ts
ONE,P2p://147.135.39.171:9906/5f4fbf460007a964f6cad30d777c280a.ts
BOO,P2p://147.135.39.171:9906/5f4fbf47000b2f16f6cad7df4fcb0abd.ts
HBO,P2p://147.135.39.171:9906/5f326ba0000c08a6843bda6612ec35bb.ts Fox
Movies,P2p://147.135.39.171:9906/5f4fbf4500038dacf6cace1b67ec112a.ts Fox Action
Movies,P2p://147.135.39.171:9906/5f4fbf45000a6fa4f6cacfe12639149b.ts tvN
Movies,P2p://147.135.39.171:9906/5f4fbf460001348ef6cad16722e87041.ts NHK-
G综合,P2p://ns1.hellotvvod.com:9906/5f8e8b6d000a40c64266cb877814109b.ts NHK-
E教育,P2p://ns1.hellotvvod.com:9906/5f8e8b6d00047c5b4266ca10501a48f6.ts
日本テレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6c000db35f4266c889237b5bbb.ts
s NHK WORLD
JAPAN,P2p://ns1.hellotvvod.com:9906/5f8e8b6b0004fc324266c25f3a616c0b.ts
TBSテレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6b000afbaf4266c3e60a932620.ts
テレビ東京,P2p://ns1.hellotvvod.com:9906/5f8e8b6c00020ecb4266c58c2fa16cf5.ts
s フジテレビ,P2p://ns1.hellotvvod.com:9906/5f8e8b6c00081df04266c712741850bb.
.ts abc朝日,P2p://ns1.hellotvvod.com:9906/5f8e8b6a0007e5784266bf42514b1c5e.ts
読売テレビ,P2p://147.135.39.171:9906/5f0a0d8f000cfa8c64dac9bf624b4af1.ts
毎日放送,P2p://147.135.39.171:9906/5f0a0d8f0005c67764dac7db3b3e5459.ts
毎日放送,P2p://50.7.118.66:9906/5ee1868c000af4b0e7bd116a2b324705.ts
関西テレビ,P2p://147.135.39.171:9906/5f0a0d8e000eb41a64dac6445f4d036e.ts
関西テレビ,P2p://50.7.118.66:9906/5ee1869e0006e717e7bd56b17aab2ae4.ts
朝日放送,P2p://147.135.39.171:9906/5f0a0d8e0008c06164dac4be170e7a3a.ts
朝日放送,P2p://50.7.118.66:9906/5ee186ae00081844e7bd957f3ee61ce1.ts
テレビ大阪,P2p://ns1.hellotvvod.com:9906/5f8e8b6a000e3b324266c0d805ea30b5.ts
s サンテレビ,P2p://147.135.39.171:9906/5f0a0d8e0001d63964dac2f952584b73.ts
サンテレビ,P2p://50.7.118.66:9906/5ee186be0009c383e7bdd46c3d99681a.ts BS-
1,P2p://ns1.hellotvvod.com:9906/5f8e8ad0000007bf426463af7bfb78b9.ts
BSプレミアム,P2p://147.135.39.171:9906/5f0a0d8d000ac64a64dac153166063bb.ts
BSプレミアム,P2p://50.7.118.66:9906/5ee186ce00039099e7be11563e317be2.ts
BS日テレ,P2p://147.135.39.171:9906/5f0a0d8d0003dbed64dabf8e16076ef8.ts
BS日テレ,P2p://50.7.118.66:9906/5ee186dd0008cf5fe7be4d462a587472.ts
BS朝日,P2p://147.135.39.171:9906/5f0a0d8c000b8e3564dabda935ae303e.ts
BS朝日,P2p://50.7.118.66:9906/5ee186ee00035390e7be8e4636ce39cf.ts BS-
TBS,P2p://147.135.39.171:9906/5f0a0d8c0005292f64dabc0372995a19.ts BS-
TBS,P2p://50.7.118.66:9906/5ee186fe00003a1be7becbfb0ba972cd.ts
BSジャパン,P2p://147.135.39.171:9906/5f0a0fee000847bf64e40b9f5f0b130c.ts
BSジャパン,P2p://50.7.118.66:9906/5ee1870c0009c383e7bf051c77ce4de3.ts
BSフジ,P2p://147.135.39.171:9906/5f0a0fee0001abc064e409e97a1c773b.ts
BSフジ,P2p://50.7.118.66:9906/5ee1871d000d570ae7bf486f605e7a60.ts
WOWOWプライム,P2p://ns1.hellotvvod.com:9906/5f8e8acd000968f842645a58167b5d67.
.ts
WOWOWライブ,P2p://ns1.hellotvvod.com:9906/5f8e8acd000ecc4a42645bb06c1e50fc.ts
WOWOWシネマ,P2p://147.135.39.171:9906/5f8e8acd00037789426458d160766981.ts
スター?チャンネル1,P2p://ns1.hellotvvod.com:9906/5f8e8acc000ccde54264574b
b0f3c1b8c.ts
スター?チャンネル2,P2p://ns1.hellotvvod.com:9906/5f8e8acc0006bb1c426455c4
479bb693e.ts
スター?チャンネル3,P2p://ns1.hellotvvod.com:9906/5f8e8acc0000f6604264543d
d761670ab.ts
BSアニマックス,P2p://ns1.hellotvvod.com:9906/5f8e8acb000a7821426452c616c94d
d10.ts J sports
1,P2p://ns1.hellotvvod.com:9906/5f8e8acf00096eac426462284ce720d6.ts J sports
2,P2p://ns1.hellotvvod.com:9906/5f8e8acf0003c198426460b1709e2268.ts J sports
3,P2p://ns1.hellotvvod.com:9906/5f8e8ace000b7cfd42645ecd16af7d2d.ts J sports
4,P2p://ns1.hellotvvod.com:9906/5f8e8ace0005662642645d36175b5c27.ts
グリーンチャンネル,P2p://ns1.hellotvvod.com:9906/5f8e8acb000478ae4264514
406bdd6d5f.ts スカイ?A
sports＋,P2p://147.135.39.171:9906/5f0a0fed00096ed664e4080534846fa3.ts
スカイ?A sports＋,P2p://50.7.118.66:9906/5ee1873400003a1be7bf9eeb5e3d0c71.ts
ゴルフネットワークHD,P2p://147.135.39.171:9906/5f0a0fec000b349364e4048a7
757b3a4d.ts
ゴルフネットワークHD,P2p://50.7.118.66:9906/5ee18753000d570ae7c01b5f089d
d139d.ts
時代劇専門チャンネル,P2p://147.135.39.171:9906/5f0a0fec00040f6464e402b5
53d536b3e.ts
時代劇専門チャンネル,P2p://50.7.118.66:9906/5ee18763000b31b9e7c05952101
1b100c.ts Music Japan
TV,P2p://147.135.39.171:9906/5f0a0feb000cf83464e4010f305d4981.ts Music Japan
TV,P2p://50.7.118.66:9906/5ee18774000e4b2ee7c09c852d8b0dcf.ts
ディスカバリーチャンネル,P2p://147.135.39.171:9906/5f0a0fea000e564264
4e3fd856b3a5d97.ts Shop
Channel,http://stream1.shopch.jp/HLS/out1/prog_index.m3u8 日テレNEWS
24,P2p://147.135.39.171:9906/5f0a0fe90008224c64e3f8070efe3e3a.ts Cartoon
Network,P2p://147.135.39.171:9906/5f0a0fe900014ede64e3f6513b971d27.ts Trans TV
HD,P2p://147.135.39.171:9906/5ec63a960000db8e5bea1f1f456d4479.ts Trans 7
HD,P2p://147.135.39.171:9906/5ec63a95000af2ea5bea1dd75c637b34.ts Galaxy
Premium,P2p://147.135.39.171:9906/5f0abba50008f5486782cea53ef56e77.ts
IMC,P2p://147.135.39.171:9906/5f0abba6000027db6782d04b54d85e60.ts
CNN印尼,P2p://147.135.39.171:9906/5ec628ed0007f7575ba524cc06113d4d.ts
CNBC印尼,P2p://147.135.39.171:9906/5ec628ed000236c15ba523556bb01254.ts
InsertLive,P2p://147.135.39.171:9906/5ec62ecc0009f88b5bbc147155f155c7.ts Mola
Sport,P2p://147.135.39.171:9906/5ec62ecc0004b5545bbc13097fb03c51.ts
卫视卡式台,P2p://147.135.39.171:9906/5ec62ecd0005c21e5bbc173f4d127405.ts
卫视电影台(印尼),P2p://147.135.39.171:9906/5ec628ed000d69cb5ba526333d1a1d9
98.ts Lingua HD,P2p://147.135.39.171:9906/5ec62ecd0000579e5bbc15d8505d3e65.ts
BBC Lifestyle,P2p://147.135.39.171:9906/5f2afc3600058bb567308f192cab4362.ts BBC
WORLD NEWS,P2p://147.135.39.171:9906/5e7cf263000230893da7883a211a41d0.ts
DW,P2p://147.135.39.171:9906/5efb85a6000027022c17bdb0796926ff.ts
VTV1,P2p://147.135.39.171:9906/5eb9775e0006d00b2a0f7cbf730a7b2c.ts
VTV2,P2p://147.135.39.171:9906/5eb9775e0005870e2a0f7c62491f681a.ts
VTV4,P2p://147.135.39.171:9906/5eb9775d000ee5db2a0f7adb47e74d77.ts
VTV5,P2p://147.135.39.171:9906/5eb9775d0009f0f42a0f79a20dd9201b.ts
VTV6,P2p://147.135.39.171:9906/5eb9775d000503cb2a0f785a5e121138.ts
VTV7,P2p://147.135.39.171:9906/5eb9775c000f25f12a0f771259066bf7.ts
NDTV,P2p://147.135.39.171:9906/5ea1e2f30001a88dcdf3839a38f22073.ts Star Movies
HD,P2p://147.135.39.171:9906/5ea1e2fc000b1e57cdf3a933489b3aee.ts Star
Plus,P2p://147.135.39.171:9906/5ea1e2fc0005a793cdf3a7cc7c68377b.ts Sony
Sab,P2p://147.135.39.171:9906/5ea1e2fd00069934cdf3abf2016e348a.ts
Sony,P2p://147.135.39.171:9906/5ea1e2ff00039dbbcdf3b2f71ce92d77.ts Sony MAX
HD,P2p://147.135.39.171:9906/5ea1e2fe000871aacdf3b0575765204d.ts Sony
WAH,P2p://147.135.39.171:9906/5ea1e2fd000bdc94cdf3ad4a6b63095f.ts India
TV,P2p://147.135.39.171:9906/5ea1e2fe0002190acdf3aeb242576427.ts And
Pictures,P2p://147.135.39.171:9906/5ea1e2fd0000ff8ecdf3aa8b0c5e11d5.ts Zee
Yuva,P2p://147.135.39.171:9906/5ea1e5fe0002b19ccdff66e05a02389a.ts Zee
News,P2p://147.135.39.171:9906/5ea1e5fe000dadc6cdff69af54d94842.ts
ZeeTV,P2p://147.135.39.171:9906/5ea1e5fe000856dccdff6848483f5cca.ts Zee
Marathi,P2p://147.135.39.171:9906/5ea1e5ff0008d265cdff6c4f0dae2324.ts Zee
Bollywood,P2p://147.135.39.171:9906/5ea1e5ff000d74fdcdff6d881211672c.ts Zee
Cinema HD,P2p://147.135.39.171:9906/5ea1e5ff000383c3cdff6af733c90a84.ts Zee
Tamil,P2p://147.135.39.171:9906/5ea1e2f3000aef2acdf385fc1cd845f2.ts Colors
TV,P2p://147.135.39.171:9906/5ea1e2f400062de8cdf388ab25ad036b.ts Ten
1,P2p://147.135.39.171:9906/5ea1e2fc000077fbcdf3a674214a1a17.ts Ten
2,P2p://147.135.39.171:9906/5ea1e2fb0009cc85cdf3a4ee4ac84456.ts Ten
3,P2p://147.135.39.171:9906/5ea1e2fb0003a171cdf3a36721136ab0.ts HKC beIN
SPORTS1,P2p://147.135.39.171:9906/5ea28d9a0005c385d08e210c66e47615.ts HKC beIN
SPORTS2,P2p://147.135.39.171:9906/5ea28d9a000cfc2bd08e22e03ebd0c76.ts beIN
SPORTS MAX,P2p://147.135.39.171:9906/5ea28d9b00031abcd08e243832c371db.ts
GOLF,P2p://ns1.hellotvvod.com:9906/5f7da2bb000bf4920059d9a516e31cf4.ts
WWE,P2p://147.135.39.171:9906/5e9e8306000a3ed5c0c4d0050d315c34.ts
ESPN,P2p://ns1.hellotvvod.com:9906/5f7da082000623600051297716880558.ts
NBA,P2p://ns1.hellotvvod.com:9906/5f7da1e00005c9ec0056809716a2553c.ts
HKC直播新闻台,P2p://147.135.39.171:9906/5ef4ecd400015d191252b914239a34f8.ts
HKC新闻台,P2p://147.135.39.171:9906/5f33ec18000de7fc8a19af945eb25962.ts
HKC财经资讯台,P2p://147.135.39.171:9906/5ead19e0000c2946f9c238242b751a54.ts
HKC 18,P2p://147.135.39.171:9906/5ea539e900018755daff46da4f370362.ts HKC
603,P2p://147.135.39.171:9906/5ef4ecd300091a2f1252b72006d82fc2.ts
HKC体育台,P2p://147.135.39.171:9906/5ea539e900076757daff48514c4e1e96.ts HKC
Sports Plus 1 HD,P2p://147.135.39.171:9906/5ea539ea00007ceadaff4a743a176aa1.ts
HKC Sports Plus 2,P2p://147.135.39.171:9906/5ef4ecd40007934c1252baaa5c8b564e.ts
HKC综合娱乐台,P2p://147.135.39.171:9906/5e73be6500011d2f19b464df5ab64e5b.ts
HUB都会台,P2p://147.135.39.171:9906/5f3966f9000ea8df9f81c2523b892577.ts
中天亚洲台,P2p://147.135.39.171:9906/5defdaa000044ff26ea064ef7ec56d18.ts
HUB娱家戏剧台,P2p://147.135.39.171:9906/5f3966f9000bff5c9f81c1a66c100811.ts
TVB星河,P2p://147.135.39.171:9906/5ea53a9a000d39fddb01fd3f19aa567e.ts
卫视电影台,P2p://147.135.39.171:9906/5d9a250b000845289c9bf7d246ac3362.ts
Horse Racing 88,P2p://147.135.39.171:9906/5e5a08940003dadb3b41d0b76a253b19.ts
Horse Racing
89,P2p://ns1.hellotvvod.com:9906/5f87e308000bfaf82864f8c1166e3575.ts
Bloomberg,P2p://147.135.39.171:9906/5defdaa10006c0ed6ea069831b9a2ab0.ts
CBSN,P2p://147.135.39.171:9906/5eea255d000cf269e837815842dd5862.ts
CNN,P2p://147.135.39.171:9906/5efc0848000602b02e1607f71bf1770b.ts
CNBC,P2p://147.135.39.171:9906/5eea255e0002c094e83782a03165180c.ts Fox
News,P2p://147.135.39.171:9906/5eec88f8000c8d8ff18c96b064502b37.ts
HGTV,P2p://147.135.39.171:9906/5eb535c70006670d196f350514163185.ts
开挂专区,#genre#
翡翠台,tvbus://6hdm6oVth4JzkaSV88PZKgydSWpupQViNk6rm2Cjwxf94TzdoSXTa3Rqeef8i
无线新闻,tvbus://5VGCBcmwQy56rSi1ZiKRmqbt9M2TK1nJTCG88XE29ZW5x7tWURTeGNDVmqLj
j8 VIUTV,tvbus://6XEzrL9EgziDNo1iTdiBAsSJ6MEkTr4ApWE7GzeBNsUDLsXAGacdkMwWkq17A
TVB星河,tvbus://6g3iEy3MpdC2WR1stoEZJ4Pq26kJJi4TFiMeacgj6pQb1jc2E71zJQf1gG1BE
RTHK32,tvbus://5xC1gXWkq5xmTJWL9vH6Kb1jbCaDPxLSqBJw8KDEajs4zM1PvqBTiyjgz3E6h
凤凰资讯,tvbus://5PQkmSaNk2sjuNgQH8cw46Ko6QDSX3epASPj6nanWgqbPq2dwT6EFxN6uBVG
GT
凤凰卫视,tvbus://6R8TLLFfoA9xE8RKMp2NuDkon9PjV3RN52cXw9bq15qSArywyYxxD7v23BUr
rR
凤凰香港,tvbus://6BrivxzN7Kb17Pxckejk3oa2hTLxDYT1iVKFxzh275WKLrREQKfs8gdghNqf
f9
now直播,tvbus://5iq3WFP2ZZt4iXDCc7sodMGxx48UJckzpy6S3cEFaQspsQ7jutyJiAuq3XpkA
香港开电视,tvbus://6fsQou6zBDhugncdm41whPZWJSNRysBNA8ApnEZpHZPAzfYRcK1WiPowM
MwLer
有线体育,tvbus://6J6u54yEZJ5WXo1t6NUQaEViwsDnMwyKchvvsbe72sY6CQcVcYTTvCKs1K8M
MJ
有线18,tvbus://5i3Bvmk3f1gLcJee7BoPVyvNdMkkybMWXkvpNYWjiCG6en5r85mZzd77FM8mE
有线财经,tvbus://63fvA6r71HaVvqPntBHZTgkkC3QsCGaNu2YJgcDPQ7rtxTwQzys6ucgQRo4f
fV
有线娱乐,tvbus://5eKb9n8UYVDmo68KHSJRB2ip6ZrSxdMaWX6rmNTxFEJuY3x4XyRtBbQza6GJ
JM
电影第一,tvbus://6HHVQLYnbh2Bw8tfG3Nt97roei6GDcJgnXczuxZ4iGwmJcbh9EzGJgWviK6A
AW
澳门莲花,tvbus://5VfJjmt3n4dTw16nE3SRrVE2HN32CR5J1RrMax2FPEvAB1v5upgJvpEMVFva
au
有线体育2,tvbus://5pQrmLRu4FKZh7hwKMfiuA9hcQZuig721dWQQqgmQsh6zbV6XHacWA8ACMv
v9r
香港卫视,tvbus://5rBYFYX33K8FhWNxBWVVFLTm5Q45zYBSaDcELLCQSmsQWksC6NtNsqTkzJPC
CS
澳亚卫视,tvbus://6fdkVX4C1Ka7kfwsHCGjXthgFCjhrXMVVzs6mfP8cJsar99Tgn2pPimkPWSy
yY
澳门卫视,tvbus://5sJZw1Miok72fsGiMn8CFKK6LkXRmcRxt9LCxXq4ETeWTYKmz48wmZLnyRxp
pU
爱尔达影剧台,tvbus://5PiEXTiszZht1CyoDx3ix3Ss9oa3hcVKpFRUu6tWQug3ctfERDVPd8
8J8YxfCx
爱尔达综合台,tvbus://5TZyPk4BU14TfGgyVjqjFvhyWYmk5e4PqaxvYVtrq252qsiDv48a2z
zCPdNgdF
中视经典台,tvbus://5PwKTDayRaDGquk9CquiMg69CwmNBQzm1KQubFWpz9fvG8ETTG9Scb2QR
RPMJE
中视菁采台,tvbus://6edxsRpsnrGgn46ccQM5ZBXK7pscfDaqz45pGKWP8W9QfbuGeZbJE31cK
KeyiY
CNN_国际,tvbus://6hXWXCdb87JurbTRCHk5jcoQshcAbpEUto4UatTdMvGwpRhefph7Kw9HgUs2V
Bloomberg_TV,tvbus://5ZWLDsAVxRa11Q7RLtDw4RTrCTk4X9L7FZiv6PBJQnwvysmKsEk2ixvQ5BB7
7L 台视,tvbus://6Uz6j3KQTSS5GjDTezuHHSozxzwZhEsBi6h39pUAkJfHvu5Ybsc9UMcnBcLgc
霹雳台湾台,tvbus://5tbhpmB9A19vYgEerCRAK923PMVMbtPByt4Ku3T1XrAJeBzfiMS7kCXtf
fJ5mX
华视,tvbus://5fBSSdxDCwiMGu78eXCcAGdrMrRJMgRoi9AwsmFD8t37G5WGbw1z9pxZW5iv1
公视,tvbus://65FCDZWSMR4G6PQau23gbRnMATae9xv371pWKZxaon6wRYE8faLrMmVmiaGc5
好消息1,tvbus://4ZCHUgqNkef9o1y4UnCUR5kKszYQc9WbSiUte1i96Rq46vdD3m
原民台,tvbus://6VRaErUmzKHUxGxS1c3J4zgyMaM61ZnBEtMRP81eo5A5iMCqaSvmynndsgWrs
客家卫视,tvbus://6ET11DM8BSXWgDFLR6rvGy5FiW73cnZHMwm26f8pz9ieA5mW8ouybGgf1SpY
Y5
国家地理频道,tvbus://5pbKHNJoUr11PKU8cjdTBEtZLXSHiybnhzijoQKe7SwKBibdwtjjHw
wagjsgfp
探索频道,tvbus://6Txg1fvUdyUvVQMo9yNXBTh1uwokDAqG4fD9X8Ww6tthHGKtUMjAy1ARQRyB
B7
TLC旅游生活,tvbus://6ZoepDKPgs2BA5dBFEdB4iTUWd4JJJvhff1VX4t3V2B8Vde4MpAwrkkMv
viKir
动物星球,tvbus://6SPfmkT19m1ckp3MBcEhkxUqXGzzBXBxNffqaEviMgW56WJ3Hzoc5skNVKoj
jq
迪士尼,tvbus://5kZ8i4ftZm6b3DroFWmRPREjDQiyuxkwSCc69bE4xafAyWXXUpLncR3sCjCJX
卡通频道,tvbus://4gn1X5y2JTZ1E11YEPdzcpA7BfttJ9MnAF5GskFXe3aHLwP8Ta
MOMO亲子,tvbus://5X5Hd9WdA5SySjWsbASTc8rbcxfcYewnPnvy59KegMAhWFrA16sHebm9L8Xqn
东森幼幼,tvbus://6QCZY2EVkFP5ebQcSLx9Bn1GJ95zvxkQDW1ia3fy6gQZETKgvBh1yXLtYaZn
nd
纬来综合,tvbus://5vv8ngW7EBMnpjCvuYFLbNN9nfaYptrEiTXZ79tBQd4VQgArPtThhrd16ZYe
e7
八大第一,tvbus://5cn9j1kJ9kuy7UYaPW6MPuDZ2YjZ5qWU6uQTvWehGFjRoujhsZkt6RrrTSKu
uP
八大综合,tvbus://5L5N1QrvtKfN1R2rZVrXewcP5EJuRcXFqaYanE6GrqfaGvZoQDvxF89bQc55
5Q
三立台湾,tvbus://5aUdchZsFpVcDRhLhskLDLnvCsHadt81GpAevKZKtvq3qFVhypsyf2CJgg4S
ST
三立都会,tvbus://5eQroiSHYbP571m8HFv6R5vjDGFaQn75vPvEfeW3XHZg8JhcZLV4qsWTjmqp
pY
卫视中文台,tvbus://6b7sWQXkuKumRbpqkoGxkW4cKZXXnW93KDY1tnVQq5CneNeZAEQduCLST
T2xKW
东森综合,tvbus://5Qrgum8xNNX2B7wtwBCTiVb3Lse9teDkoL1cbqFr3rKBK79tp5czXXpKBMj4
4z
东森超视,tvbus://6UY92VSrRoTTi43hYRfCNiyDCzFTA2sgqF22Cea8KQ1SjkMfPanUBCAak2Ct
tH
中天综合,tvbus://5rgD9pjmXsTKdWcJnpJuJyrvUnaBotkNk8Yr38KkcZVUyNRcCTu2bhPnMFfM
MN
天良电视,tvbus://6HuWv4rr8ssXkk8Jispkger9oL3rzFF2xYh8gbfC8po3a7nQQKir5PWgdG33
3N
中天娱乐,tvbus://6XFa2kYAStDvecKtn6Zy8h93kvFaWY3eSKt7BP9phpGywAc1PJFkGfHw5qo6
6R
东森戏剧,tvbus://5oVqYGutbkbRbkZa9DXwjDtAjLHMQ2V8HZ5EF73Zy8jcYEZbJAr2HURvqftB
BL
八大戏剧,tvbus://5upkUXxwXcjLDtUuffF2ZPfQiCEbDgvhbP8GU7yocirn9qrfRsvjZeq3uaER
R9
TVBS欢乐,tvbus://5iuZdrPxQDmVpNk2RvS5p7U9UMSk1r7CrcjvpP1yzBQjMe6GytF3bDqbiF1vo
纬来戏剧,tvbus://64GFZ6uKjo9WiZHyHw8vuiqtuygNEc7KNJLTvZEkkF7i36kqoUSS4oMxxajt
tR
SKY_NEWS,tvbus://6Hsp8nLpCF8Z8WVJyXLN8z3mdFHR7Mdavd64Hc49vTKWrwGxECunB76Gcxkvh
靖天映画,tvbus://5Y2LJHzn8EExip1PfcGApZxJLg7qUzqWpf7NiWvencGEnBEe9db9pCd5TrpH
Hc
壹电视新闻台,tvbus://6VxQAotw4pWJEc6KG7vLj4amLjRtZov2tizb3Jo3CgfBgaahJsnree
epQpWL7X
年代新闻,tvbus://644CvCRxBrPxB4nW7u4shAHTbuEaRKCcN1y39E6bX6bVSuALpZ7ZsPTzmsRM
MN
东森新闻,tvbus://5SiRxAgocLNdjGDhS3QsJVs8oKjwsDjHZBzVggh3Swv1AAoPzq6oDfa2ZMcD
Dk
中天新闻,tvbus://6bwLyETqFVQRVffwpoF2xFTiGRKqQ5y9Wrjab6973ErVkfV6FTbEgVoNHXwB
BS
民视新闻台HD,tvbus://6jFetiFjCWXsqPDsuGyy49zbmRtbHmkoosUuDtmYR4W89jPaxqfeRLS
ScGUYwB 三立新闻,tvbus://7GdvmGzuRdupgWZWAuE6YVqQrRT4xj4cKRttsyEY4aRtVRMSzC
TVBS,tvbus://65qXnWpqWqgbrh5nhu8jE5eYgx5TcwFWCLSgHjkYip1quwX47T9se7J8peFbK
东森财经新闻,tvbus://5bY69cepoVBMLLDSy3mDoo8QBJQRmRvgEHqHiJayEqejKoS6Z47qRq
qjewb9TB
